id,name,isActive,startDate,endDate,createdAt,updatedAt
25401994-91a2-4033-a5b4-ec4a50c055c4,Semana 5,true,2026-04-13 00:00:00,2026-04-17 00:00:00,2026-03-30 22:30:06.738,2026-04-09 03:41:34.951
4c4e19d2-619c-4a17-a2be-26bd486f6ea7,Semana 4,false,2026-04-06 07:00:00,2026-04-10 07:00:00,2026-03-18 13:49:15.074,2026-04-09 02:55:15.166
5304b97e-7ea6-44f7-8ce4-4b6991e9f546,Menu semanal 1,false,2026-03-16 07:00:00,2026-03-20 07:00:00,2026-03-11 02:45:45.531,2026-03-18 20:38:49.075
b43e1db9-34ac-487e-b5ba-05e5000d52b2,Menú semana 2,false,2026-03-23 07:00:00,2026-03-27 07:00:00,2026-03-19 03:47:25.538,2026-03-26 03:53:19.689
bd8855dd-6783-4c9f-a2d0-fd329ec1c60c,Semana 3,false,2026-03-30 07:00:00,2026-04-03 07:00:00,2026-03-18 20:07:09.507,2026-03-31 21:56:04.123
