id,daySlotId,componentRole,nombre,descripcion,calorias,imagen,tipo,catalogItemId
00b26701-95d3-46a7-aea8-fc939fb2f191,b18e1a7c-4107-46ef-9150-499354ade632,GUARNICION_1,Arroz con verduras,,249,,guarnicion,dbe0c1ac-9647-470e-8988-e0ce89d03c21
0356aeb6-7f17-49a7-ab2f-d46e22da7b4d,fc952ced-9eae-4b40-9254-9933ae6ff920,PLATILLO_PRINCIPAL,Huevos divorciados,,271,,desayuno,83f3dcfc-1a26-4933-bf90-9460f927d4bb
0698cc9f-dd5a-41ea-b782-8f0f332bad5a,188ab682-b5de-405a-ac76-19df59c0acad,GUARNICION_1,Frijol,,278,/images/placeholder-menu.jpg,guarnicion,475ae4c8-19a7-468a-92b3-7408c2af1b73
08c5963a-ad43-4233-a162-1cf623c93f81,15fe47e2-d23a-4647-92c2-a1fe55be2417,GUARNICION_1,Lentejas,,174,,guarnicion,d9683cef-5c36-4d89-b6df-3e37762c178f
09f8430f-538f-43e3-8d06-1e1d21a8f433,d77c5fea-58c9-403d-8c55-e8b5b33e88b6,PLATILLO_PRINCIPAL,Pechuga BBQ,,293,,comida,ce71b08d-830e-44ab-bb9d-1fff25a28ac4
0ac24873-5c4b-4da2-a584-5e3c3e91b352,86bf1db5-6f89-4690-9ba9-f62ad2736c0a,PLATILLO_PRINCIPAL,Yogurt con fruta,,123,,snack,bb153e11-3fb9-47e2-a065-40d819e151d2
0d246af6-4eea-4235-8a21-f2327846ba69,b4404098-2c6b-4bb6-878f-210731bad56f,GUARNICION_1,Frijol,,278,/images/placeholder-menu.jpg,guarnicion,475ae4c8-19a7-468a-92b3-7408c2af1b73
0d6e96c7-9ecc-4d87-aa41-1f9c6d3f1b14,83931f81-3937-420b-9e36-100c3913f9a5,PLATILLO_PRINCIPAL,Pechuga en crema poblana,,323,,comida,b168731a-785c-4792-ae86-7193ea91c4a8
0ed27ace-fad0-428e-8bbb-8975708a68d5,83f87405-104f-48c6-808c-6c9b5cb347be,PLATILLO_PRINCIPAL,Chiles rellenos de panela,Menu basado en la imagen de referencia.,662,/images/placeholder-menu.jpg,cena,67dcb986-e98c-4f98-bcdd-62032d19f305
0f13ab3b-d8b7-42bf-b898-0667497a131e,98ed8f10-043d-467c-85fe-8d9252bff647,GUARNICION_1,Arroz blanco,,222,/images/placeholder-menu.jpg,guarnicion,da2f1708-c1ed-4fcd-8aab-248bdac4b26d
10eccef5-febd-4968-aa8d-a96dc9243109,3b2f412e-d27f-46fe-a97f-a2ef1cb6b0a2,PLATILLO_PRINCIPAL,Colacion 1 pendiente,,0,/images/placeholder-menu.jpg,snack,
15525cb8-cba1-4421-8422-bdf3ad5d6db4,af4a41e8-42cc-42d9-ba71-76509b5f0a7b,GUARNICION_1,Fruta de temporada,Melón y piña,50,,guarnicion,a8852e28-b226-42f8-8784-1312be3e5476
15954ea2-f0c2-4699-a738-ea6a4aa1d881,82f1026d-ded4-4346-9f09-b96e90e27df7,GUARNICION_2,Verduras salteadas,,0,/images/placeholder-menu.jpg,guarnicion,
16a26d5e-efcd-4521-904d-496a95ad73b0,ee438a1e-818e-45b4-bd2d-5ab7c48b02b2,PLATILLO_PRINCIPAL,Atún a la mexicana,,418,,cena,b2aeffc4-05e9-47d3-be53-770f3cd0b117
176b3bf2-8a4a-486f-9662-488d7152cf4c,d273437b-eb2b-450f-8fd5-5189a93e348c,GUARNICION_1,Arroz blanco,,222,/images/placeholder-menu.jpg,guarnicion,
176d1476-14d5-49e8-88fc-2314194d3007,b169573e-b14b-447d-9d38-63a175f7dbfe,PLATILLO_PRINCIPAL,Yogurt con fruta,,123,,snack,bb153e11-3fb9-47e2-a065-40d819e151d2
181add8d-3494-4c57-bf53-5347145ae872,ac9aa6ba-1016-4833-a05b-8264ac59aa65,PLATILLO_PRINCIPAL,Omelette de rajas,,315,,desayuno,d306a275-4dce-40da-9b20-886ca10d9a0e
18f58fff-d2f6-4630-9310-c9e155ced76d,f2a0ee02-3467-4dd3-a1bd-801e8c2dad1d,GUARNICION_1,Arroz blanco,,0,/images/placeholder-menu.jpg,guarnicion,
18fa9d57-26ad-462f-9425-c62141bbd47b,79bad23a-5968-4ddd-bc6e-641f8da239fe,PLATILLO_PRINCIPAL,Breakfast burrito,,582,,desayuno,d78d4d21-cecb-4ba2-b371-68845acbc370
1b6ffacc-e57f-4608-b1a3-ac57e16d8c0c,2e383af2-a00e-47a0-a536-b804567ea02e,PLATILLO_PRINCIPAL,Tortilla española,,504,,desayuno,8914e644-dc0e-47e6-a899-c1f59c251868
1c0b6180-63a2-4d57-9563-3dc8867c5ecc,bcbccce1-1914-4dba-a648-102d14d91944,PLATILLO_PRINCIPAL,Yogurt con fruta,,123,,snack,bb153e11-3fb9-47e2-a065-40d819e151d2
1d7646c9-0117-4b8a-ad60-8b1428d2c66d,322c2da9-f069-48f8-ba94-443406ce276f,PLATILLO_PRINCIPAL,Pechuga a la plancha,,250,,comida,046b4b6e-60be-4577-b43a-abb2852a99a4
1e66892a-7f91-433f-add3-eaea25e97670,35319e3a-1510-4538-a2e1-16d8818f8b1b,PLATILLO_PRINCIPAL,Atún a la mexicana,,418,,cena,b2aeffc4-05e9-47d3-be53-770f3cd0b117
20697f04-bae3-43af-aa17-874be5aee504,380789de-b247-4b52-9239-e38a6adcc2f8,PLATILLO_PRINCIPAL,Colacion 1 pendiente,,0,/images/placeholder-menu.jpg,snack,
2088ccaa-09fd-4f55-8231-e90b17fda353,21b48d54-129f-4b9f-ad9c-ecd5c196271d,GUARNICION_1,Arroz blanco,,222,/images/placeholder-menu.jpg,guarnicion,da2f1708-c1ed-4fcd-8aab-248bdac4b26d
21637d59-1ef3-44fb-af36-d7a859d1dd06,4144498b-4d0e-49c0-a491-6e8b7d6874c2,GUARNICION_1,Papas horneadas,,174,,guarnicion,025b0a2e-126e-43fd-bb61-5f962aede914
21a203b5-5ee7-49e1-a489-404c619ebf0a,3e9bf004-3669-491a-8d98-ac7bd3044fab,PLATILLO_PRINCIPAL,Teriyaki de pollo,,323,,comida,00341801-e617-4a32-a600-87fb404e6dbb
22591d1b-b3d8-4d3a-8967-46dba2d46ab7,475408f2-adbc-4756-a1d0-41b5cf9dec62,PLATILLO_PRINCIPAL,Colacion 1 pendiente,,0,/images/placeholder-menu.jpg,snack,
27e431a3-3f54-45fa-9f86-6838d81c6788,d9999497-386f-4653-a7ca-0d6f48eb4ece,PLATILLO_PRINCIPAL,Yogurt con fruta,,123,,snack,bb153e11-3fb9-47e2-a065-40d819e151d2
28017a80-ca05-4403-a309-8e34190357c6,644c9fde-304d-40c5-85b5-4388f928cd58,PLATILLO_PRINCIPAL,Alambre de res,,386,,comida,bff5d6b3-7679-4ca3-b2d2-a3326670b5fa
2a16fe74-a7db-4d9a-b255-f486c202b564,db8643bc-670d-49b3-89a8-e6f6b21e1291,GUARNICION_1,Arroz blanco,,222,/images/placeholder-menu.jpg,guarnicion,da2f1708-c1ed-4fcd-8aab-248bdac4b26d
2acdd7b1-141b-401d-ad1c-cf04eaaf572a,82f1026d-ded4-4346-9f09-b96e90e27df7,PLATILLO_PRINCIPAL,Milanesa de pollo,Menu basado en la imagen de referencia.,583,/images/placeholder-menu.jpg,comida,
2bdfd0bd-16a8-40f6-bc86-c0916f98492e,e1ef579f-eaaf-4719-8da6-a7411ccd96ab,PLATILLO_PRINCIPAL,Estofado de pollo,,320,,comida,f1e6b65d-d516-4606-a2b2-30c84221b906
2c0da341-70c3-4f68-b986-fb63ac52173c,83931f81-3937-420b-9e36-100c3913f9a5,GUARNICION_1,Puré de papa,,123,,guarnicion,471306fb-d14c-40ba-a105-664869f57abe
2cef4919-c099-49da-9d96-f6708e04855d,60528346-26e2-4f51-a06f-5004ef554bed,GUARNICION_2,Verduras salteadas,,43,/images/placeholder-menu.jpg,guarnicion,57fc2813-65bd-4f47-a5de-23ef6ecec9f6
2dc20697-ec56-45b5-b11a-c94a30c5ec63,da0f8d45-5304-45be-8458-b5decc301ee5,PLATILLO_PRINCIPAL,Huevos a la mexicana,Menu basado en la imagen de referencia.,367,/images/placeholder-menu.jpg,desayuno,5bcf2597-c9ff-451c-a456-fcd4dd763976
31336544-93a0-4938-94c0-f02713273e6c,63f28448-8a81-42d8-808a-0691042d2851,PLATILLO_PRINCIPAL,Yogurt con fruta,,123,,snack,bb153e11-3fb9-47e2-a065-40d819e151d2
31a0465e-528e-4248-b519-7f2c740e2192,2d97100e-def9-4bbc-92dc-1b6a708e638a,PLATILLO_PRINCIPAL,Sin colacion asignada,,0,/images/placeholder-menu.jpg,snack,
323ece98-0525-4a27-a6ec-6bc45583c324,b09a3f92-e7f7-48ed-a272-67d866bd42fe,GUARNICION_2,Arroz con cilantro,,222,/images/placeholder-menu.jpg,guarnicion,f8564a07-8725-41e7-bfac-9121a270cce8
32502bf4-5a96-4e56-b2fb-9ae5a9422a37,5cbc85bf-8013-446a-a6cd-94ef9045777f,PLATILLO_PRINCIPAL,Atún a la mexicana,,418,,cena,b2aeffc4-05e9-47d3-be53-770f3cd0b117
33a98f3c-2219-4fae-8532-94c04e3e2664,322c2da9-f069-48f8-ba94-443406ce276f,GUARNICION_2,Verduras salteadas,,43,/images/placeholder-menu.jpg,guarnicion,57fc2813-65bd-4f47-a5de-23ef6ecec9f6
35241c12-52d8-4dbe-aa05-c4558281dcc7,989e95b5-8b2c-4c13-a347-ab3404665799,PLATILLO_PRINCIPAL,Colacion 2 pendiente,,0,/images/placeholder-menu.jpg,snack,
35f95c85-a0f3-49a2-b708-4f991131f918,569b61ca-93ba-4c80-8fef-8bab4b72efd6,GUARNICION_1,Fries de camote,,114,,guarnicion,fe7a8e81-2de6-4e32-9239-339a580a3a9a
37443f89-241c-44df-8c7d-70cca6792383,fc952ced-9eae-4b40-9254-9933ae6ff920,GUARNICION_1,Frijol,,278,/images/placeholder-menu.jpg,guarnicion,475ae4c8-19a7-468a-92b3-7408c2af1b73
374a66d9-f922-4684-b495-b59a8f721e1a,e4a14cee-b49f-4cb3-81b1-7c03d7c42b28,PLATILLO_PRINCIPAL,Yogurt con fruta,,123,,snack,bb153e11-3fb9-47e2-a065-40d819e151d2
3aeec9cd-347a-44cc-877e-eae82ee34f2a,b09a3f92-e7f7-48ed-a272-67d866bd42fe,GUARNICION_1,Verduras salteadas,,43,/images/placeholder-menu.jpg,guarnicion,57fc2813-65bd-4f47-a5de-23ef6ecec9f6
3df9d27a-8bba-4207-ac7a-3f05277fa5ff,f2a0ee02-3467-4dd3-a1bd-801e8c2dad1d,PLATILLO_PRINCIPAL,Chiles rellenos de panela,Menu basado en la imagen de referencia.,662,/images/placeholder-menu.jpg,cena,
3f209c0b-a104-4e82-aafa-0edb046e8d5e,15fe47e2-d23a-4647-92c2-a1fe55be2417,PLATILLO_PRINCIPAL,Fajitas de pollo,,313,,comida,05a71506-5f5a-41dc-80e7-35d630e6de4e
41b26363-3b1b-44bf-8c3e-0a0e8a8d270b,39fa1fa3-ef8d-4025-85c5-7c21ce618220,PLATILLO_PRINCIPAL,Pechuga en crema de chipotle,Menu basado en la imagen de referencia.,256,/images/placeholder-menu.jpg,comida,d16c7a76-b73b-4652-9319-2723e51a78d9
431fceb0-b81b-4da5-8485-d2e1fb3bc280,c8d24b13-c5ca-4fe1-a1de-aa8c5e056a7a,PLATILLO_PRINCIPAL,Chiles rellenos de panela,Menu basado en la imagen de referencia.,662,/images/placeholder-menu.jpg,cena,67dcb986-e98c-4f98-bcdd-62032d19f305
47947454-7d63-4362-8232-9f3a79b10fff,a5355597-2887-4f92-92a3-d58407c9e2bc,PLATILLO_PRINCIPAL,Tinga de pollo,,290,,cena,9dceab13-0589-4e0f-9522-bc232021eb43
484d40db-3271-40d2-b7cc-08afb356120b,da7bb4c8-5b79-4afa-8ad9-6afcbe89baa2,PLATILLO_PRINCIPAL,Atún a la mexicana,,418,,cena,b2aeffc4-05e9-47d3-be53-770f3cd0b117
48597e4d-8d74-4fd1-a912-b0b2f07ef7fd,da0f8d45-5304-45be-8458-b5decc301ee5,GUARNICION_1,Frijol,,278,/images/placeholder-menu.jpg,guarnicion,475ae4c8-19a7-468a-92b3-7408c2af1b73
488c2fd7-ca20-455a-9eb9-ee2855484fb6,b18e1a7c-4107-46ef-9150-499354ade632,PLATILLO_PRINCIPAL,Brochetas de pollo,,312,,comida,a63ef5a3-940e-4e88-996e-9e80c148aa37
48de362f-9ca0-4812-bf67-bb464e077606,97d9bb36-df5c-481f-9555-46d9019b40f5,PLATILLO_PRINCIPAL,Wrap de pollo con tocino,,589,,cena,72f6a464-d05b-420e-bc10-996ac0ca8cdc
4a5d948f-1143-48c5-a4bd-9a0bc367e0f3,ec108472-d3d6-4268-a04d-38d417a8ea34,PLATILLO_PRINCIPAL,Atún a la mexicana,,418,,cena,b2aeffc4-05e9-47d3-be53-770f3cd0b117
4c60909b-3000-4e2f-b4a5-96361b5a333f,83931f81-3937-420b-9e36-100c3913f9a5,GUARNICION_2,Verduras salteadas,,43,/images/placeholder-menu.jpg,guarnicion,57fc2813-65bd-4f47-a5de-23ef6ecec9f6
4c74bc28-6dbe-420d-b27c-fec6d17f8aba,644c9fde-304d-40c5-85b5-4388f928cd58,GUARNICION_1,Lentejas,,174,,guarnicion,d9683cef-5c36-4d89-b6df-3e37762c178f
4caab4e2-19ba-4286-b605-eac4dcf6f1a9,e0797803-5e79-44fb-97bf-57fd98ca13eb,PLATILLO_PRINCIPAL,Sándwich de huevo,,383,,desayuno,0248c275-249c-40fc-959b-d01f73bea23a
4ccd77fc-8294-461a-bf0f-39e8eb5ff1fe,8c6b1e23-3698-4e93-8eaf-4be1a658d5b3,PLATILLO_PRINCIPAL,Bistec en salsa roja,Menu basado en la imagen de referencia.,306,/images/placeholder-menu.jpg,comida,
5461de51-e5b6-4689-ac05-e08fb36ba762,8656975f-46d1-495c-ab5d-83ff2e271791,PLATILLO_PRINCIPAL,Papas a la mexicana con huevo,,442,,desayuno,b313476b-5840-4196-9182-4da98c258204
5493cf3f-acb0-4c3f-a506-0f70a7efc47e,60528346-26e2-4f51-a06f-5004ef554bed,GUARNICION_1,Puré de papa,,123,,guarnicion,471306fb-d14c-40ba-a105-664869f57abe
552be957-9f7c-4f83-95b9-e8c0d59f3a5d,34b6a217-269d-4aaf-a9ab-d3a0f26b93b8,PLATILLO_PRINCIPAL,Yogurt con fruta,,123,,snack,bb153e11-3fb9-47e2-a065-40d819e151d2
55bc259e-9d7f-4e87-9f29-a91312c5dbc1,d273437b-eb2b-450f-8fd5-5189a93e348c,PLATILLO_PRINCIPAL,Pollo honey garlic,,304,,comida,
55ee4328-5a05-44d8-8df3-0a36f4a98e81,7234dafb-8bfc-46c2-a9ef-3d5063b23cec,PLATILLO_PRINCIPAL,Colacion 2 pendiente,,0,/images/placeholder-menu.jpg,snack,
562f1e31-63e2-43fa-9051-eaa610d06041,0e48d6c5-af25-4780-9d82-b47a258b56fc,PLATILLO_PRINCIPAL,Calabacitas suizas,,307,,cena,4370946f-6e92-472b-b8e5-7cb48ce981fb
5a4b0f85-6779-40d2-9b25-6164c5d18eec,c33e60e2-8469-4d35-8510-982498aa6bbd,PLATILLO_PRINCIPAL,Yogurt con fruta,,123,,snack,bb153e11-3fb9-47e2-a065-40d819e151d2
5ae1d579-2b00-4c0e-b74b-b2b83ad963bb,fd816e4c-4017-4a3b-828a-5ec98d147b07,PLATILLO_PRINCIPAL,Shawarma de pollo,,335,,comida,2c33eb83-d774-4dc9-b49b-332823f8d8c2
5d05bc15-8fe0-418f-b03b-c5ad0249b35b,ac9aa6ba-1016-4833-a05b-8264ac59aa65,GUARNICION_1,Papas campesinas,,132,,guarnicion,a9b27eee-e289-4659-9f45-dd91b781e82a
5da61014-ac87-4b0e-a45f-95a65cb4bd9c,60528346-26e2-4f51-a06f-5004ef554bed,PLATILLO_PRINCIPAL,Pescado empanizado,,304,,comida,eeeb4115-d446-42a6-a8de-f6bd96c91300
5f13ca3a-14bd-4fb1-a558-f49b37db8c57,fd816e4c-4017-4a3b-828a-5ec98d147b07,GUARNICION_1,Papas horneadas,,174,,guarnicion,025b0a2e-126e-43fd-bb61-5f962aede914
5fc60c99-175f-46d6-a117-051f461b84e0,bee39313-4d53-4094-b220-4288f3748db1,PLATILLO_PRINCIPAL,Yogurt con fruta,,123,,snack,bb153e11-3fb9-47e2-a065-40d819e151d2
60c47139-fc80-47c4-af20-0ab8b3777005,b5db3f71-c6d8-4f16-886f-259ed04357ef,PLATILLO_PRINCIPAL,Sin colacion asignada,,0,/images/placeholder-menu.jpg,snack,
61162406-4199-4b0d-9062-fc9958b61148,e1ef579f-eaaf-4719-8da6-a7411ccd96ab,GUARNICION_1,Arroz blanco,,222,/images/placeholder-menu.jpg,guarnicion,da2f1708-c1ed-4fcd-8aab-248bdac4b26d
616f47fe-d7cf-4660-a0d0-cba9b7d4af5c,e64207d8-68cc-472f-a3b9-ee5f709eca94,PLATILLO_PRINCIPAL,Sin menu asignado,,0,/images/placeholder-menu.jpg,comida,
642d3f59-2208-4674-8c4c-f47ec9b09ca4,b8531a13-bdc5-4113-9b0e-016c277f1551,PLATILLO_PRINCIPAL,Crunchwrap de carne,,411,,cena,b3d39180-6736-4196-a0be-bce4fd917ae7
6806fe7e-7e93-4285-ab18-66ee91dfdecf,4577b123-4c0b-4720-b852-f78850725818,GUARNICION_1,Arroz rojo,,226,/images/placeholder-menu.jpg,guarnicion,5c94991f-97a5-4964-83ce-28c6a411f524
69665df8-2470-462c-84eb-614da22d3b2e,c582b2fd-e036-4bab-8a80-07c3824e0832,PLATILLO_PRINCIPAL,Chiles rellenos de panela,Menu basado en la imagen de referencia.,662,/images/placeholder-menu.jpg,cena,67dcb986-e98c-4f98-bcdd-62032d19f305
6a620fdb-6260-4df7-abf1-de6d0879a4d5,9cdf7c97-88cc-4dc9-95f4-1e1b0428202b,GUARNICION_1,Arroz blanco,,0,/images/placeholder-menu.jpg,guarnicion,
6ae42393-8d2c-414c-b03d-16f273c7e0c8,cd92236f-5c38-4e97-9c16-7ff4cbfd8d5e,PLATILLO_PRINCIPAL,Atún a la mexicana,,418,,cena,b2aeffc4-05e9-47d3-be53-770f3cd0b117
6c0c7370-230c-4676-9491-6b2b9e09ad53,e0797803-5e79-44fb-97bf-57fd98ca13eb,GUARNICION_1,Fruta de temporada,Melón y piña,50,,guarnicion,a8852e28-b226-42f8-8784-1312be3e5476
6ca9d284-2325-4db5-98ee-64bcef2abb3e,98ed8f10-043d-467c-85fe-8d9252bff647,PLATILLO_PRINCIPAL,Salteado de res,,274,,comida,4d793702-3054-44b4-b439-e940af66dc51
6cd2fe97-f093-4a32-8fba-4a62e8fd2a3c,86e1fa2c-f750-499f-99ff-f27316668a12,PLATILLO_PRINCIPAL,Yogurt con fruta,,123,,snack,bb153e11-3fb9-47e2-a065-40d819e151d2
6e326fa5-c426-4e59-adef-f715f90f8828,6a538810-af82-456e-a116-898ec9ac970b,PLATILLO_PRINCIPAL,Yogurt con fruta,,123,,snack,bb153e11-3fb9-47e2-a065-40d819e151d2
